clean_tweet),labels
west java ganjar attend peopl s celebr campaign bogor,netral
atikoh gangar istighosah peopl south tangerang endeavor knock door heaven,positif
meet flood victim grobogan ganjar invit ten thousand peopl pray observ moment silenc,positif
advanc braver erad corrupt indonesia courag hope corrupt countri erad amen,positif
gangarmahfud s peopl s celebr readi held banyuwangi,positif
login link regist slot lotteri casino sportbook shoot fish,netral
ganjarmahfud s final campaign solo task forc readi comb brong s exhaust,positif
aspir popular grobogan farmer firmli support ganjar pranowo,positif
wait humili ahok s oath chosen wise,positif
ganjar democraci start damag dynast polit,negatif
readi chosen smartli,positif
chosen wise,positif
smart choos,positif
ganjar invit support grobogan flood victim,positif
support ganjar mahfud video clip romo support candid pair,positif
smart choos awokwokwok,positif
gangarmahfud promis fishermen subsid diesel sakti card,positif
yeee yeeee smart choos awokwokwok,positif
predict pdip s attitud ganjarmahfud pass,netral
support gangarmahfud ksau provid support,positif
camp massiv push ahok s entri win team million vote ahok dki region elect impact victori dki erod hope dki jakarta s fit s uproar,positif
mahfud accept envelop basic necess choos presidenti vice presidenti candid conscienc,positif
meet malang resid mahfud allud power last,netral
siti atikoh attend isra miraj commemor serang gangar pray presid republ indonesia,netral
sea ​​peopl celebr gangarmahfud peopl s parti sidoarjo,positif
mahfud promis provid job public servic disabl villag,positif
sure win,positif
retir tnipolri offic central java declar support gangarmahfud presidenti elect nation polic chief,positif
presidenti candid serial ganjar pranowo insinu retir fire prabowo subianto tni prabowo s camp openli support presidenti elect,positif
presidenti candid ganjar pranowo gener claim trust inconsist statement action ganjar bluntli state name gener,negatif
true scatter huhuu link comment,positif
mahfud invit public elect trustworthi leader,positif
hmmm mr ahok crowd opinion mr ahok s presenc boost ganjar mahfud s vote upcom presidenti elect share opinion comment column,positif
ganjar pranowo condemn polic intimid unika chancellor,negatif
ganjar confid support retir armi offic s extend famili,positif
retir highrank tni offic declar support ganjar pranowo mahfud pair support ganjar mahfud current polit situat indonesia,positif
presidenti candid ganjar pranowo promis priorit job creation stabil price basic commod serv presid,positif
declar ganjar mahfud aceh attend thousand peopl,netral
siti atikoh visit volunt mahfud s win team pulorida,positif
siti atikoh warmli welcom board school serang banten,positif
atikoh ganjar invit resid poll station abstain vote,netral
fan gangarmahfud retir tni offic choos candid vice presidenti candid,positif
alam ganjar speak campu commun s concern democraci,netral
campaign yogyakarta ganjar s arriv greet jathilan art,positif
note reward facilit nation s children excel,positif
ganjar pranowo campaign attend thousand support sleman diy bim,positif
reward campaign yogyakarta kulo nuwun hous live sleman,positif
kiai attack pray victori presidenti elect,negatif
presidenti candid ganjar pranowo attend declar retir indonesian nation polic offic karanganyar central java,netral
tni support ganjarmahfud wakasau sharpli insinu fire soldier worthi presid,negatif
retir tnipolri offic fire prabowo sarcast,negatif
ganjar receiv support retir central java nation polic offic mention menclamencl,positif
natur moment ganjar pranowo s board hous school day yogyakarta,positif
atikoh s background stori gangar s famili campaign attack,negatif
retir indonesian air forc offic declar support gangarmahfud,positif
s true nt campaign favorit candid pair badmouth candid pair focu campaign favorit candid pair focu pick candid pair swing voter m confus,positif
fyi dday februari,positif
seminar pulpit yogya alam ganjar restor spirit indonesian democraci,positif
perpetr prosecut,negatif
polri s extend famili declar support ganjarmahfud,positif
atikoh ganjar s advic women support famili economi,positif
mahfud ensur incent program religi teacher inclus,positif
superior program candid pair gajar pranowo mip amp prof mahfud mip support welfar villag,positif
welcom thousand peopl unit famili retir tnipolri offic sing enchant song,positif
mahfud s reward earth blambangan red,positif
bismillah gusti allah mboten sare nation bless gu ali longish field ngablak turi sleman,positif
tkrpp koran teacher trader particip social gangarmahfud,netral
neutral peopl neutral sappo funni,positif
mahfud victori final goal struggl,negatif
embrac choic invit eat repost,positif
tomorrow megawati gangarmahfud attend peopl s celebr banyuwangi,netral
tpn ganjarmahfud s nation win team su cancel gibran rakabum raka s nomin administr court lawsuit legal product ethic violat,positif
tpn chairman arsjad rasjid gangarmahfud authent gimmick,negatif
mean ganjarmahfud s threefing metal greet reveal heart,positif
retir highrank tni offic declar support gangarmahfud presidenti elect,positif
nt refus respond ahok commot,positif
row artist influenc support ganjar mahfud presidenti elect,positif
peopl peopl peopl,netral
fight commiss result parti block confisc asset purpos m sad m ahok,negatif
nation polic chief lead retir nation polic offic declar determin win gangarmahfud,positif
human held anim held rope life choic wrong choic lost,positif
ganjarmahfud readi redden earth blambangan banyuwangi,positif
ganjar pranowo tear hold tear reveal son s messag sourc video harytanoesoedibjo,negatif
ganjarmahfud readi redden earth blambangan,positif
mahfud emphas welfar program religi teacher religion,netral
ganjar pranowo attend nation polic s declar support,positif
siti atikoh promis public figur win presidenti elect,positif
boom pesantren tebuireng jombang offici support prabowogibran yenni wahid,positif
reward mahfud s campaign central java east java,positif
meet fisherman siti atikoh reveal benefit magic card gangarmahfud program,positif
mean ganjar pranowomahfud s finger greet reveal inspir deaf friend,positif
presid saddl kezillaz brand,netral
head darussalam islam board school mahfud inspir motiv student progress,positif
appear sir lead republ unravel challeng nation magic card gasssfolll finish,netral
divers east java volunt approach youth nation seminar divers east java volunt approach peopl nation seminar alhuda islam board school sumber nangka,netral
student support garut pray ganjar presid,positif
gajar express preserv develop nation cultur,positif
healthi peopl entrust indonesia shoulder,positif
special guess pak prabowo ma ganjar pak prabowo ma ganjar continu win,positif
artist cultur figur butet kartaredjasa welcom withdraw polic report presid joko widodo,positif
fulfil promis provid facil access highachiev peopl,positif
jakarta resid presidenti candid debat yesterday fill questionnair fill drop screenshot,positif
ganjar pranowo s heart attitud extraordinari temperament prabowo,positif
islam board school student complain educ cost : atikoh gangarmahfud undergradu program poor famili,negatif
build peopl medic graduat increas intellectu unemploy,positif
correct ms suro diro joyo diningrat melt sound pangastuti evil wrath exist earth defeat good & virtu metal,positif
alam reward talk democraci millenni gen jogja,positif
cool ahok ahok cage,positif
atikoh mouthpiec peopl convey aspir gangarmahfud elect presidenti elect,netral
yenni wahid ganjarmahfud s elect increas optimist win,positif
nt forget rb ballot paper s malaysia talk ethic freedom choic,positif
god almighti god determin leader indonesian nation record lauhul mahfudz,positif
info link comment column,netral
week vote ganjarmahfud focus campaign island java,positif
reward commit provid facil nation s children achiev,positif
tpn campaign director ganjar mahfud mohammad choirul anam remind countri care professor student hand protest power deviat democrat valu,positif
soul true leader nt support embrac beaten,positif
human right violat kidnapp constitut violat ethic violat s choic woisadar awar regret,negatif
break news para,netral
atikoh mouthpiec aspir elect presid,netral
destroy dynast polit understand,negatif
aniesmuhaimin prabowogibran gangarmahfud attend februari press independ declar,netral
